title,author,genre,image_url,isbn,location_code
Star of Doom,"David C. Smith,Richard L. Tierney",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302404307l/1005106.jpg,441711626,K4-T1-H2-V41
Star of Doom,"David C. Smith,Richard L. Tierney",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302404307l/1005106.jpg,441711626,K4-T1-H2-V42
Star of Doom,"David C. Smith,Richard L. Tierney",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302404307l/1005106.jpg,441711626,K4-T1-H2-V43
The Great Race,Kevin O'Malley,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312075084l/10052464.jpg,802721583,K4-T1-H2-V44
The Great Race,Kevin O'Malley,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312075084l/10052464.jpg,802721583,K4-T1-H2-V45
Little Wizard,Kazuno Kohara,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356447015l/10053122.jpg,230712312,K4-T1-H2-V46
Little Wizard,Kazuno Kohara,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356447015l/10053122.jpg,230712312,K4-T1-H2-V47
Little Wizard,Kazuno Kohara,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356447015l/10053122.jpg,230712312,K4-T1-H2-V48
Little Wizard,Kazuno Kohara,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356447015l/10053122.jpg,230712312,K4-T1-H2-V49
Little Wizard,Kazuno Kohara,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356447015l/10053122.jpg,230712312,K4-T1-H2-V50
Goblins! A Survival Guide and Fiasco in Four Parts,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434551594l/100593._SX318_.jpg,810949415,K4-T1-H3-V1
Goblins! A Survival Guide and Fiasco in Four Parts,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434551594l/100593._SX318_.jpg,810949415,K4-T1-H3-V2
Goblins! A Survival Guide and Fiasco in Four Parts,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434551594l/100593._SX318_.jpg,810949415,K4-T1-H3-V3
Goblins! A Survival Guide and Fiasco in Four Parts,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434551594l/100593._SX318_.jpg,810949415,K4-T1-H3-V4
Brian Froud's World of Faerie,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388494018l/100596.jpg,193378413X,K4-T1-H3-V5
Brian Froud's World of Faerie,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388494018l/100596.jpg,193378413X,K4-T1-H3-V6
Brian Froud's World of Faerie,"Brian Froud,Ari Berk",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388494018l/100596.jpg,193378413X,K4-T1-H3-V7
Flox de los Colores. Fairy Oak,Elisabetta Gnone,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360751948l/10060190.jpg,8408091530,K4-T1-H3-V8
Flox de los Colores. Fairy Oak,Elisabetta Gnone,Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360751948l/10060190.jpg,8408091530,K4-T1-H3-V9
The Great Encyclopedia of Faeries,"Pierre Dubois,Roland Sabatier,Claudine Sabatier",Kỳ ảo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387711456l/100631.jpg,684869578,K4-T1-H3-V10
